RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29
395235,89,"Winston, NC",msa,NC,217406.40707964601,225653.43307086613,213196.9731543624,245601.14393939395,227729.71317829457,200878.2202797203,209240.75609756098,256567.97637795276,266599.4,303446.66315789474,311102.8453608247,274569.9548780488,243414.09041095892,232856.74390243902,233118.72307692308,234289.8028169014,255396.65979381444,260387.36434108528,281951.37416666665,282367.44943820225,262423.0729166667,292218.37666666665,281296.1067961165,297010.0186915888,264200.4756097561,264848.35185185185,299270.01739130437,285986.0172413793,279674.43137254904,281989.6834532374,286092.38607594935,298794.61818181816,303027.4827586207,279100.8787878788,312509.52692307695,282318.5900621118,267830.77536231885,305118.8474576271,299289.6896551724,294799.2697368421,296813.8918918919,317460.91025641025,304568.5263157895,315364.75396825396,325989.5909090909,383762.387755102,333460.68686868687,331230.5535714286,326812.7356321839,347217.0111111111,344818.45,346388.36936936935,329510.2524271845,343329.30534351146,331094.22340425535,355095.96638655465,344984.81355932204,360169.82692307694,383021.74576271186,345578.5714285714,314114.1349206349,364746.93577981653,364074.1403508772,363995.61971830984,382288.7469879518,340038.08988764044,355589.24025974027,348821.6993865031,360324.576,366554.0084745763,365571.7109375,336761.57936507935,374276.77659574465,371608.88659793814
394528,90,"Deltona, FL",msa,FL,234829.87022900765,246964.94594594595,251667.898989899,254618.6530612245,271020.2477876106,242494.4495412844,237151.01204819276,279155.0,265140.6835443038,305060.7,283529.03816793894,295125.68902439025,258412.56382978722,271433.84210526315,272460.0,269355.37190082646,269539.98198198195,292365.35042735044,298978.28925619833,287169.01923076925,289264.25773195876,309745.9854368932,319880.64646464644,292295.84210526315,307453.0,318665.83561643836,269026.5961538461,283890.46788990824,284879.75,270442.11330049264,275701.7894736842,308538.1560283688,413751.9741935484,293875.7243589744,312293.1210526316,296394.6331958763,276334.93292682926,287744.1560199005,311296.753125,296229.4166666667,314308.87175257737,343145.3661971831,343487.55844155845,325875.91228070174,368122.9540229885,338364.54545454547,354952.96153846156,386136.68246445496,338009.2237762238,342257.90967741935,362124.18095238094,378968.7817258883,379054.47478991596,388559.1904761905,401498.71078431373,420692.9406779661,388349.00531914894,396191.8755186722,391981.44516129035,406920.43255813955,381614.54248366016,391780.23451327434,389217.34265734267,380223.7467811159,385438.76208178437,417798.4379084967,391326.7572016461,418772.44081632653,430345.5720338983,394799.3820754717,446403.7461139896,439890.46218487393,407892.53503184713,376926.34433962265
395006,92,"Provo, UT",msa,UT,408826.406779661,376018.6746987952,377628.59537572257,439114.59375,374861.46268656716,392849.9568965517,393171.21,414239.07216494845,397223.4285714286,380856.5172413793,405115.84375,428073.9259259259,413441.3488372093,419363.30303030304,433243.8222222222,379902.9846153846,437427.2191780822,423131.5,405098.27419354836,436584.29850746266,421081.1212121212,426705.3043478261,370858.24675324676,367081.7340425532,381448.28301886795,387110.85454545455,422903.8608695652,407153.6842105263,411221.78723404254,431005.52419354836,423576.6666666667,422448.1323529412,453295.9761904762,484391.35135135136,464455.8795180723,473089.79591836734,429459.2733333333,457384.4397590361,434182.208,467963.83817427384,488238.4976744186,506966.3542435424,503625.9117647059,502006.3043478261,535810.708,579822.7727272727,554944.5390625,577741.056379822,573584.5622119815,623006.9777777778,601143.2777777778,616041.3263358779,621056.0176678445,697194.3142857143,647448.2007042253,609299.3141993958,604848.1994949495,615256.8146341463,610380.7960199005,612501.5524475524,546383.9145728643,531484.2377622378,543868.9329608938,555328.4685534592,591025.8299319728,565766.2061068702,612744.0576923077,638163.5936073059,558447.7451923077,590189.3969849247,603631.6833333333,534763.9776119404,521973.35135135136,535731.967611336
394549,95,"Durham, NC",msa,NC,431149.7482517483,384501.53170731704,357234.5854700855,385128.2760736196,345888.512987013,402208.2868217054,343252.98342541436,386137.1414141414,363116.7010309278,384364.40476190473,432621.5801526718,416005.07189542486,370778.72839506174,376971.23529411765,386066.3706896552,370366.595959596,371558.5871559633,377316.6120689655,407494.5871559633,383512.23300970875,405023.03571428574,428888.45454545453,420645.61467889906,424666.4090909091,407366.25471698114,395004.0882352941,402977.0431034483,386184.56589147286,421876.25384615385,421090.5743243243,423110.28169014084,454836.8943661972,413624.1342281879,434991.05925925926,442571.7891566265,432552.04615384614,401594.5566502463,377764.9948453608,395500.76233183854,436459.9563106796,460886.5857142857,423664.2598425197,431651.1076233184,431061.74553571426,474024.6182795699,497033.7264573991,483633.60069444444,499587.6096866097,514466.5103092783,506496.15428571426,536493.1463414634,542333.1658767773,551008.043715847,559378.1724137932,541707.6897959184,554829.5276595745,547592.1168224299,538290.1009615385,577866.5091743119,546307.7897196262,531661.4245810056,496853.66483516485,533960.7307692308,573396.7448559671,581194.3015267176,608517.8169014085,578111.1829268293,602198.9090909091,524641.7748344371,588529.0373134328,679581.1525423729,588734.7333333333,516541.68292682926,561478.6134453781
394352,96,"Augusta, GA",msa,GA,200174.8909090909,255595.71495327103,227473.5810810811,210285.91351351351,220440.9245283019,238451.4793814433,241774.4810810811,278749.17391304346,242920.45454545456,286711.06363636366,235556.19672131148,333249.05555555556,281826.97540983604,198108.16666666666,202602.8255033557,210004.67272727273,266745.36645962734,237328.33488372093,267758.5507246377,252482.27737226276,247943.42201834862,249319.1592920354,242191.87628865978,232041.50406504064,284043.202020202,233464.73170731709,250755.96402877697,244230.16483516485,254557.14375,235581.8316831683,263312.02127659577,251164.9846153846,243251.87234042553,271038.1287128713,285401.71698113205,276374.865,258502.25157232705,268868.24352331605,278948.44239631336,284935.77826086956,284415.0801687764,347842.82591093116,293661.33628318587,320928.5023696682,310054.8995983936,326996.2718446602,341955.48,332547.44097222225,332631.54098360654,378840.2374429224,321047.58075601375,346853.30452674895,338715.7276785714,362876.4321428572,374337.6808510638,354401.5617021277,350888.7561835749,351749.4846938776,388096.3876433121,350511.8724401914,360057.8278688525,350342.5661764706,344512.6041666667,347287.6477272727,351590.50241545896,345605.65972477064,374602.92782122904,337048.8333333333,353172.78846153844,373777.4733333333,329993.4965034965,369750.48913043475,352620.02357142855,363310.87083333335
394957,97,"Palm Bay, FL",msa,FL,307507.8640776699,302089.3466666667,242646.6329113924,297655.64,308068.0833333333,284031.7875,303468.49253731343,319545.7543859649,319305.01639344264,327255.90579710144,340146.3333333333,359051.52413793106,296472.6603773585,292608.8301886792,299330.4166666667,285675.8769230769,293049.9166666667,309733.1617647059,358130.8390804598,358259.49275362317,317298.1129032258,281558.64444444445,349081.6615384615,385925.7313432836,364879.71186440677,340340.7162162162,351465.4712643678,313414.9868421053,338128.04285714286,280502.9574468085,343888.8263888889,337643.3943661972,304159.79032258067,328223.25373134325,305295.10169491527,321059.54901960783,318798.0425531915,318937.2661870504,311704.58407079644,338697.05,335192.7721518987,342005.9823529412,328722.95454545453,374378.3407821229,354389.78571428574,366165.2971014493,365466.3768115942,421103.31292517006,339788.9811320755,322264.7848101266,350432.86503067485,361925.59722222225,361501.56862745096,410715.6473214286,409737.13636363635,399256.89054726367,396325.71014492755,379822.79574468086,385576.9274611399,417030.54112554115,392747.775862069,383340.256684492,376905.77777777775,401825.91794871795,398113.37,397329.25877192983,392470.1548387097,434306.7711442786,441740.81347150257,417997.93582887703,450865.9493670886,434520.49689440994,412386.0238095238,436525.0
394711,98,"Jackson, MS",msa,MS,301560.86,290242.65789473685,290805.2586206897,319652.07547169813,287168.66233766236,314202.5675675676,297060.641509434,311331.56,302036.86363636365,332548.87234042556,309500.5,291472.5135135135,369336.30303030304,297367.35714285716,284141.9069767442,326193.58974358975,356376.5909090909,310099.9117647059,329596.75,364548.8,332756.8333333333,294344.375,322846.95238095237,345210.5416666667,359595.96153846156,300394.64285714284,299019.29545454547,322546.90625,312868.1818181818,344922.641509434,337108.1632653061,334080.59016393445,315331.84375,372039.5131578947,344312.5797101449,310619.5,317084.60784313723,324050.7413793103,353918.47540983604,328307.90625,369577.97402597405,338454.32258064515,349103.3275862069,287833.8490566038,362073.6274509804,350197.0652173913,346505.1785714286,373760.515625,374422.9743589744,366515.51020408166,358802.01369863015,382016.76712328766,368125.07692307694,380797.4375,387770.07547169813,406303.5333333333,437638.32608695654,420023.6808510638,435189.4,405437.98076923075,418309.21428571426,431618.7291666667,447261.51470588235,399131.5862068966,470637.95081967214,409170.54901960783,356555.0869565217,398656.54285714286,399888.0172413793,410478.5813953488,410491.45454545453,380130.8095238095,409617.8085106383,359587.3653846154
394666,99,"Harrisburg, PA",msa,PA,233222.46666666667,269559.4482758621,286469.13333333336,245420.5,291328.95238095237,282646.0,234627.30303030304,305502.2162162162,292284.6,297676.8125,290342.93333333335,293877.3243243243,290470.125,291752.7037037037,287799.4285714286,313487.44444444444,466232.02040816325,306718.43333333335,305567.62790697673,346194.4375,272711.95,301496.5142857143,320376.6129032258,398346.08108108107,327556.3043478261,303460.2,349697.1794871795,324566.0465116279,324817.85714285716,318299.4,292976.71875,352837.5256410256,331075.1836734694,387866.406779661,307238.63636363635,322892.0517241379,377788.9318181818,354315.28,380601.6440677966,355677.11316831684,414599.6212121212,385115.1785714286,449631.96428571426,409578.0,416305.98148148146,418791.8813432836,471845.9655172414,434670.0786516854,438403.2708333333,439780.19402985077,494293.93055555556,461558.8604651163,471486.6883116883,485649.27160493826,442422.8382352941,495774.2197802198,443845.6153846154,522205.94444444444,507413.7397260274,450490.0985915493,450209.175,437533.22580645164,490754.8596491228,547607.2619047619,477689.0,478122.29850746266,467350.575,486857.17307692306,461195.4736842105,476987.02222222224,489075.39130434784,487069.43137254904,501126.13333333336,463763.89743589744
394460,102,"Chattanooga, TN",msa,TN,260334.4516129032,248563.8347107438,276838.9407894737,270169.71612903225,282716.51524390245,303064.9973529412,307288.13513513515,326234.28368794324,330509.1682051282,331976.9433962264,325898.84018018015,333599.128440367,276029.7840909091,290585.56,304188.74311926606,318107.23529411765,304685.54583333334,322126.22222222225,306744.61333333334,295283.13333333336,318210.88659793814,347366.71030303027,330274.83544303797,408617.3176521739,340684.5,401374.65079365077,339251.338028169,348672.60759493674,324920.1142857143,346600.50792079204,361578.4692982456,369266.42741935485,369804.71153846156,350131.5416666667,345625.36370370374,346951.21428571426,373449.28609195404,351921.24468085106,356791.24074074073,394123.42574257427,381920.68032786885,385595.37168141594,399259.4862385321,390079.3229166667,397357.9772727273,411863.275862069,433335.64347826084,413852.5690055249,406073.50980392157,436564.87903225806,435400.96885245905,453628.4087591241,449010.3388429752,471281.8519254658,493535.8341,484034.4588235294,558849.66,500883.85135135136,496563.4246575342,449471.0777777778,467338.67142857146,442520.7252747253,481643.704,501854.3739837398,491311.984,490679.6530612245,520652.40625,501957.2952380952,488163.5925925926,513495.03658536583,554900.9555555555,453047.44444444444,563714.4,500720.76923076925
394997,105,"Portland, ME",msa,ME,436552.6436363636,361846.44444444444,357690.27519480523,369217.30536585365,419931.4488679245,362696.79422222223,443802.21129870124,396904.15921875,353366.3257142857,393005.1320754717,596936.8802325581,448655.3846153846,314759.91250000003,400121.43757575756,402884.59545454546,435711.1536170213,449201.8409090909,394846.600212766,518339.43314285716,499963.68888888886,421441.9302631579,363260.83512195124,385804.0,412769.1891836735,425255.4364285714,480596.5714285714,437248.3461538461,378468.74324324325,397840.4210526316,458968.92553191487,403611.32980769227,477892.02173913043,586829.8524590164,501408.56140350876,598548.6942857143,431731.5565671642,475355.28125,422987.1,467071.03857142857,562287.8452380953,482480.80597014923,570891.3398058253,523278.6052631579,546662.7421428572,562638.2210256411,601162.7217391304,524299.8845918367,482846.0980508474,568068.7352702704,513171.2180357143,561334.2186666667,521353.4347826087,524270.82450704224,571024.1866666666,588730.1764705882,594110.6085897436,742645.724137931,573422.9181707317,555877.7397260274,616624.3996428571,617965.121969697,671672.4486274509,740898.0980392157,676706.6698076923,630165.3870967742,645719.3070588234,630094.0508474576,647532.7049180327,632540.1304347826,612056.5166666667,729279.0303921568,680451.0423636363,705730.4864864865,672147.3751923078
394590,108,"Fayetteville, AR",msa,AR,231071.67515923566,253668.85795454544,234504.97757847534,234044.72222222222,256087.69416030534,252749.82278481012,267269.8364779874,273292.7848837209,258653.36305732484,256059.74301675978,262012.23668639053,271785.8843537415,227579.43037974683,262060.56,258947.06299212598,286138.99305555556,281464.6358381503,300082.9772727273,268503.178807947,274937.3766233766,290808.7543859649,281915.86363636365,285565.7215189873,287060.962962963,269922.57446808513,287156.7,291808.88188976375,287148.3755944056,265262.2192307692,306443.573964497,340840.6323529412,338130.2055629139,305308.85895522387,298767.01968503935,320420.04579831933,314231.731986755,298750.13323353295,282772.35795454547,298145.63800904976,293809.80447826086,297762.60055555555,318003.2371280277,316304.60157509154,335103.65782142855,334481.2488114754,330811.6585106383,332175.3687364621,364397.018170347,365702.16635416663,372088.0232972973,394498.32127340825,390398.9700851064,390179.84990990994,403261.1317021277,402586.2434347826,370391.60862815887,380770.24300380226,396542.61868181813,411835.7839506173,422691.5120614035,441606.56192660553,398239.9061658031,415040.7662686567,391551.2237546469,398899.0453511706,398100.16312499996,374456.2454330708,375465.5296726191,387784.6118402778,406394.49677419354,408963.7302631579,406965.0851769911,395394.51923076925,394829.2721145374
