RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31
102001,0,United States,country,,0.03621910280005764,0.035333705291311954,0.03469569749846479,0.03418358689401157,0.03409375202458914,0.034004639117394535,0.03402272913863997,0.03401459076285879,0.03396685477140592,0.03440820382956661,0.034399003168261985,0.034278423932239344,0.033482292121776745,0.03306256370096226,0.03280886826834276,0.032723163383230586,0.03269573319333397,0.03277658441805995,0.032913609141677076,0.032886640939314905,0.032897094907015964,0.033181447307630736,0.03359832897898032,0.034696109370356235,0.03494420113348352,0.03466767092577496,0.033220690647596224,0.03236084230891609,0.03229145200357151,0.03294041777110552,0.0338685830647145,0.03456397069038469,0.035059687635897126,0.03561784039045039,0.036662495869646365,0.03787196409385358,0.039010330053236404,0.04025910264837749,0.04164785711008053,0.042709280631795014,0.0428272628317579,0.04246261709635162,0.04176130574393061,0.04124089918612125,0.0409796552209666,0.04138698255395297,0.04242981650589243,0.04410702190259053,0.045576136126590006,0.04565813617715076,0.04461759406857755,0.04296280765058149,0.04143390903155489,0.03988360292262284,0.03845980822442197,0.037983506455420105,0.037708579807940186,0.037784824098022245,0.03748632320824946,0.03725603650542757,0.03696425172485081,0.036862458809474107,0.03689936714577616,0.03681039972779661,0.03665631380848979,0.036346591220379844,0.0360347977658502,0.03577584802198903,0.035327474615731026,0.03526883711387588,0.03482734553342551,0.03451371978543329,0.03397445110087725
394913,1,"New York, NY",msa,NY,0.04181160715905182,0.04078200787820647,0.04033929679883858,0.03941134303841684,0.038959216478905545,0.03865301470693895,0.03890723465204566,0.039371212171192306,0.03968525404152253,0.04022584940205442,0.040139993186379584,0.03997314140263338,0.03889304674785569,0.038489266743682506,0.038094604583231474,0.03797768681594527,0.03759741872351786,0.03716770215955132,0.03725447493661532,0.03736672283930465,0.03774913117587723,0.037772977399599277,0.03782472180567496,0.038051129189844546,0.03767970940331113,0.03775453415585026,0.03735372816783237,0.03699440389654463,0.036861569434112916,0.03714928875558893,0.03844777405365635,0.0391124710989274,0.03962848014366512,0.03947362943790106,0.03950385942959827,0.03978184288980943,0.04005421489611719,0.04087600926383431,0.04163625344188664,0.042404228944060346,0.04261396017341177,0.042537511193263454,0.04267915106802203,0.04252088360823534,0.042117439240479025,0.04211314044209311,0.042230879852886705,,,,,0.04539565809333468,0.045339655225459574,0.0444929886092546,0.04363854890592314,0.0434774212586355,0.04368305254077304,0.043575476713608834,0.04344967942789682,0.04260953966803676,0.04233227737558468,0.042322942817974905,0.04320823096088119,0.04365018393194874,0.0437523105617277,0.04371834605677003,0.04383746718450068,0.04402661918863584,0.044294226400112525,0.04388323441034647,0.043393503468726675,0.04278896948379538,0.04303108472807132
753899,2,"Los Angeles, CA",msa,CA,0.031670340991606406,0.03139715764089298,0.03132479229130557,0.030780383666817263,0.030208894136021347,0.02957003141828653,0.029403448171392024,0.02958759643661985,0.030047839135576706,0.030262310568882816,0.030279077915658096,0.02998928376554909,0.02963331189977415,0.029366136011211925,0.029226985699598085,0.029231551249137153,0.02914251970655063,0.029115787589385864,0.029018282360741943,0.029064715756679762,0.029237679260571636,0.029270929294541195,0.029428621754827074,0.030729833402548368,0.03206975739640435,0.03251634565568557,0.03107777567132324,0.030234084573709716,0.03006825944952608,0.03128963649849797,0.032117620467078375,0.03253149555806383,0.03240465677239975,0.03221039159811979,0.03314603811604958,0.034349036151243746,0.03569886987717466,0.03722181111646491,0.038371600394988215,0.039759609483083734,0.03985244147516152,0.03929338300641951,0.03822028161971497,0.037691034111845316,0.03775408040885007,0.03722013496650208,0.03848544203071653,0.040208234389333575,0.04221018319335792,0.04194462698565161,0.0414619654229006,0.041076696904586235,0.040362190381589384,0.038689060260351495,0.03703969758077766,0.0363728107042928,0.0365869732103291,0.03653678896692414,0.03648053137811133,0.03625562795852937,0.03630876458995708,0.03695427873332563,0.037832455723582126,0.038820816132984694,0.03918207386959215,0.03856803493120354,0.03818033052521408,0.03725841360676408,0.03671737159945912,0.03623621688221843,0.03589881083764923,0.03590227747407639,0.03590331866873484
394463,3,"Chicago, IL",msa,IL,0.03046600094204348,0.029942290694374336,0.029580046646130637,0.029356717941471187,0.0292958521588336,0.029130327682607177,0.028967416419604413,0.028866852306482494,0.028965840088865342,0.029413492469680946,0.02978005130807296,0.029887280355868958,0.029490193207726084,0.02913406095652681,0.028955746741772277,0.029000726511698122,0.028989851437652273,0.028899648015690116,0.028968418143824993,0.02893739371740181,0.029018634451972742,0.028825712628806125,0.028954445112738137,0.029485423081941357,0.02980584165505268,0.02971801623808125,0.028861215706994302,0.028276754072904153,0.02830384446954609,0.028745896461531834,0.029344380601538086,0.029542451236271795,0.029648696428540008,0.02980187629625822,0.030134050156905772,0.030878816555200722,0.0316678422677243,0.032655996330347305,0.03359736739781888,,0.034268355517710986,0.03417898856289846,0.03394492439888161,0.033782773075838636,0.03352400576378594,0.0337306102474469,0.03409119036484898,0.03479639143773144,0.03590083665760446,0.037161794532500216,0.03790334677130128,0.037507898060928746,0.03659214246686671,0.035449867489130295,0.03501471206786424,0.034869125040377445,0.03467787749930532,0.03441721484338529,0.034375414869073286,0.034588774680349994,0.03445579995619283,0.03478030409813849,0.03531389532220702,0.03592176174364401,0.0356104628168318,0.035364355215640984,0.03493681231911124,0.03434293659809058,0.03338719540185607,0.032640139562915324,0.032401716995424566,0.03247209512394116,0.03301906931560345
394514,4,"Dallas, TX",msa,TX,0.02742766230187046,0.0270248390028871,0.026530082124276374,0.025934037295758824,0.025695289912744747,0.02520821495229243,0.024840821833473813,0.02472798783513121,0.02481536785154788,0.025046610133343156,0.02546473747127929,0.02575327258866539,0.025692450730615102,0.025115933720822464,0.02462582208393099,0.024150703374692217,0.023953127376139274,0.02401813246125764,0.0242477694707891,0.02421961352899303,0.02431275567204506,0.024140114262943425,0.024219810007251815,0.02477250275496377,0.025622061297871743,0.02570430463382516,0.024684341942992405,0.023779538059374706,0.02355124448418262,0.02385696244026625,0.024266895609043344,0.025103895765085992,0.02589018318494637,0.026818948472331666,0.027574159185099267,0.02861395065268188,0.02959985156970098,0.03148770312119164,0.033652545500717786,0.03529936089083957,0.035149526614796985,0.03414452663993097,0.03310457022024691,0.032623261768117306,0.03281588688787252,0.03282492982799359,0.03363863537900772,0.035695822151092606,0.03646434570685889,0.03641954407457087,0.034943363971532554,0.03475649778016687,0.034201841416580385,0.032753963152510446,0.030902832153447152,0.02978694212892057,0.029270129242112582,0.02908621053496577,0.02881335052266473,0.028178689108340742,0.02842134938966606,0.028180277383871702,0.028434916525654715,0.027637062467953197,0.0273929059608948,0.02689758256213833,0.026983964955349413,0.02675708995348695,0.02680628685437302,0.026866921534671864,0.026731419181864363,0.026309143889084414,0.025523919431114598
394692,5,"Houston, TX",msa,TX,0.03378614532599909,0.03275016455551089,0.03191989398844026,0.031186512428021635,0.03071872353092621,0.030631954014055652,0.030976839230299952,0.0314069199590074,0.03184076984357776,0.03221551022561892,0.032697594094405515,0.03224659347265171,0.03153671169562954,0.03025659603309522,0.029692599237968003,0.029039416043262614,0.028663009339926156,0.02846810266536938,0.02856024793735637,0.02852899009125019,0.028749948855304783,0.02907510639701078,0.0294765924169357,0.030302334366809777,0.03086544419453281,0.03141258140039904,0.030485724966036354,0.029442899408524903,0.02849955059651119,0.028282798002172,0.02832416912965116,0.028679646577994395,0.02918163035664331,0.029882395506411,0.030797581112261694,0.03166429579490357,0.0327383933371773,0.03341560992033369,0.0344476861333373,0.0351527217926056,0.03544602591147415,0.035459053427990946,0.03492841967814175,0.03484959386086434,0.03452501183739614,0.0343107343144656,0.03470476654763169,0.03556063229029319,0.036388508328285864,0.03693560916616851,0.03713510118752956,0.03720685284319762,0.0361476038376518,0.03469311929381412,0.033041114871179174,0.032550578654976015,0.0328349553160194,0.03403923659034962,0.034336615960665,0.03435779819472737,0.033820498194281984,0.03376721021869672,0.03362894471840458,0.033311569886197066,0.03280540750853361,0.032166070923259606,0.03192362054553426,0.03185688633618491,0.03209931174421236,0.03260098000742126,0.03256094112406485,0.03218636326022595,0.0314566909567929
395209,6,"Washington, DC",msa,VA,0.029818512992784152,0.028637363100740915,0.027761247428272337,0.027296883466915875,0.027072640130294718,0.026600577376637995,0.026711528936441787,0.027082597425433102,0.02802168449440741,0.029393515591186043,0.030519778616255138,0.03059154355907276,0.029836390179231714,0.02886822764140252,0.02835773193436214,0.02775411058075485,0.027317870527788876,0.02687766626451797,0.026892888086456356,0.02727720286023562,0.027570915173363186,0.028141396816826484,0.029166458708588194,0.031048603385462014,0.0312863463285854,0.030174611065973623,0.028315475379626236,0.027475282130204875,0.02790289215911662,0.028608434456772327,0.02934966403621042,0.02911687215794723,0.028709044225048913,0.02906256804079128,0.030216896069952617,0.031637231648426266,0.032200813938891855,0.03321402905252962,0.03416263019129686,0.03464787258529014,0.033865166564994185,0.03246809210738089,0.03135118331128083,0.030530232615590337,0.030447998840583246,0.030999301588465766,0.03226685197698325,0.03297418130593913,0.034180590184585004,0.034810293821358355,0.03568869045102293,0.0349967966220858,0.033608395841907585,0.031913461845143286,0.030797670951045002,0.030566595711335614,0.030675164928773774,0.030330346767228636,0.03043892067086752,0.031085549714914052,0.032067563553277716,0.03240885378746866,0.032567411390999605,0.03312717022534519,0.033004836274695526,0.032556953534580345,0.03126042275404446,0.03084713757499877,0.03023777592657079,0.03101012638500984,0.03113907252920585,0.03158446280184458,0.03195269316436399
394974,7,"Philadelphia, PA",msa,PA,0.038248199526060234,0.03683344670214853,0.03592407038965645,0.03493163094610097,0.03451059871315691,0.03394347491581731,0.034054437944543055,0.034400540428768216,0.035176734814013816,0.03693820124077376,0.03832035040308989,0.038431961878929805,0.03680274069495991,0.035353966881158806,0.03455068879450405,0.033713078895233096,0.03297522640197043,0.032568573729715646,0.032631843115723,0.032769531844464544,0.03318601914684328,0.03395673885658371,0.03459382840808222,0.035663274197224294,0.035642034004065855,0.03613549409934552,0.0342727432167966,0.033325149647883974,0.03243138258903256,0.0333383071656721,0.03430176444713146,0.0344949222539734,0.034548817721809816,0.035428356861586394,0.03661160932598983,0.03792934206281346,0.03802699513400399,0.038695728342649796,0.039806440062135975,0.04066730425304451,0.04119325653457619,0.04038097580168767,0.03975254744477203,0.038932948466736894,0.0388642433104013,0.03935696623754151,0.040154409177844026,0.04114077104323489,0.04193018520548447,0.042522662252385414,0.04297209246131975,0.042294833566695285,0.04128938730924012,0.03952515567916734,0.03925302954552171,0.03914514474832063,0.03931806368148718,0.03908110167061586,0.03874076738193801,0.03871516095627927,0.038973880095435016,0.039400405416282085,0.03973563965088491,0.03953166928521964,0.039273881277039936,0.039317055806889586,0.03881150872821404,0.03828268657791075,0.03717741430116655,0.03733683420705424,0.03799989838877235,0.0383452243926649,0.038271128096565035
394856,8,"Miami, FL",msa,FL,0.036947094729240786,0.036185833020887605,0.03546650739822691,0.034347361519651363,0.03364232043952245,0.03283252534225573,0.032542392969956785,0.03261590978375553,0.03315692249994098,0.034188775194623156,0.03462926160590068,0.03498055601044175,0.03472643155772878,0.03448528179114734,0.03389625319733866,0.033202560025973125,0.03272210630382185,0.032388279156754254,0.0322888522590748,0.03229879098084463,0.03282712565808509,0.03338919703291702,0.034214895330902,0.03543523392936707,0.03616682548581434,0.036143231464461134,0.03490933757104494,0.03408900382863781,0.03359717375824228,0.033456467555380176,0.033842897960065975,0.03413176296628286,0.03431232198906842,0.03424986186250492,0.03523195737112717,0.03603513939522818,0.03672102856043969,0.03661731316699419,0.037479632249673954,0.038574268005725255,0.03947579981582594,0.03954370108914577,0.03939660876355911,0.038854631087959814,0.038707806096400656,0.038807852039931326,0.03979598477476042,0.04143816124969687,0.04268100580284473,0.04369351436146238,0.04397361686693536,0.04447232391685698,0.043681435239721546,0.04217000299738294,0.04030771254248941,0.039316199963497354,0.03860792549253316,0.03851018763721898,0.0386529307368762,0.039133434015074076,0.0387704130093139,0.03846786153365252,0.03781637216376092,0.03755122914251103,0.03701630377389677,0.03660912332721412,0.035865867681367826,0.035266694142736164,0.03485951286026189,0.03532892818889589,0.03581290441747048,0.03652882459047959,0.03665731389394164
394347,9,"Atlanta, GA",msa,GA,0.0318764120060458,0.03067977363576543,0.029515602419753265,0.02882882660819705,0.028783072624038536,0.028547415990537523,0.028586198440988846,0.028542798219512024,0.028163608112248648,0.027769064118610205,0.02734252215484279,0.027801504146024433,0.027611956900397364,0.026986078814660464,0.02621275073496943,0.026089453576433688,0.02631234745427885,0.026297925583556817,0.0256991878397848,0.025297418380988704,0.02495960477438451,0.025255416001905808,0.025956635147802512,0.02744438149999136,0.028927017368824248,0.02917136326997892,0.028237468481577363,0.027088137652951174,0.026627530634264495,0.02691695845074341,0.0277283141613949,0.028995518209284612,0.030088004276401185,0.030686947688430555,0.03180969018726099,0.032889177297711396,0.03411002012762238,0.03494503545884625,0.035709110573573115,0.03676454684418868,0.03710224557636504,0.03792474654219095,0.03709397026296594,0.03680443381464956,0.035969923161220566,0.035988437981375056,0.03590081112977921,0.03682250237388918,0.03838981425967031,0.03910297686451067,0.03897368288302098,0.03775252751077179,0.036165052085033726,0.03433269270532099,0.032735889451612855,0.032351648363847234,0.03187122064727882,0.0322525589359093,0.03201226289453212,0.0322474243538427,0.03201257944006957,0.03220560546849633,0.03225542179797373,0.03252804137594174,0.03241519537706498,0.031947863719593544,0.030891849593089635,0.03051872743341853,0.03035001272572017,0.03123077713253743,0.031012873124871557,0.0304644943695504,0.029491082057355882
