Region,DATE,Population
South,2019-08-01,125454.37908333333
South,2019-09-01,125522.39166666666
South,2019-10-01,125590.40424999999
South,2019-11-01,125658.41683333334
South,2019-12-01,125726.42941666667
South,2020-01-01,125794.442
South,2020-02-01,125868.59225
South,2020-03-01,125942.7425
South,2020-04-01,126016.89275
South,2020-05-01,126091.043
South,2020-06-01,126165.19325
South,2020-07-01,126239.3435
South,2020-08-01,126313.49375
South,2020-09-01,126387.644
South,2020-10-01,126461.79424999999
South,2020-11-01,126535.9445
South,2020-12-01,126610.09475
South,2021-01-01,126684.245
South,2021-02-01,126796.48133333333
South,2021-03-01,126908.71766666666
South,2021-04-01,127020.954
South,2021-05-01,127133.19033333333
South,2021-06-01,127245.42666666667
South,2021-07-01,127357.663
South,2021-08-01,127469.89933333333
South,2021-09-01,127582.13566666667
South,2021-10-01,127694.372
South,2021-11-01,127806.60833333334
South,2021-12-01,127918.84466666667
South,2022-01-01,128031.081
South,2022-02-01,128149.01741666667
South,2022-03-01,128266.95383333333
South,2022-04-01,128384.89025
South,2022-05-01,128502.82666666668
South,2022-06-01,128620.76308333334
South,2022-07-01,128738.6995
South,2022-08-01,128856.63591666667
South,2022-09-01,128974.57233333333
South,2022-10-01,129092.50875000001
South,2022-11-01,129210.44516666666
South,2022-12-01,129328.38158333332
South,2023-01-01,129446.318
West,2000-01-01,63439.136
West,2000-02-01,63521.48525
West,2000-03-01,63603.834500000004
West,2000-04-01,63686.18375
West,2000-05-01,63768.532999999996
West,2000-06-01,63850.88225
West,2000-07-01,63933.2315
West,2000-08-01,64015.580749999994
West,2000-09-01,64097.93000000001
West,2000-10-01,64180.27925
West,2000-11-01,64262.62849999999
West,2000-12-01,64344.977750000005
West,2001-01-01,64427.327
West,2001-02-01,64501.06625
West,2001-03-01,64574.805499999995
West,2001-04-01,64648.54475
West,2001-05-01,64722.28399999999
West,2001-06-01,64796.023250000006
West,2001-07-01,64869.762500000004
West,2001-08-01,64943.50175
West,2001-09-01,65017.241
West,2001-10-01,65090.98025
West,2001-11-01,65164.7195
West,2001-12-01,65238.45875
West,2002-01-01,65312.198000000004
West,2002-02-01,65379.20966666667
West,2002-03-01,65446.22133333333
West,2002-04-01,65513.233
West,2002-05-01,65580.24466666667
West,2002-06-01,65647.25633333334
West,2002-07-01,65714.268
West,2002-08-01,65781.27966666667
West,2002-09-01,65848.29133333334
West,2002-10-01,65915.303
West,2002-11-01,65982.31466666667
West,2002-12-01,66049.32633333333
West,2003-01-01,66116.338
West,2003-02-01,66187.10008333332
West,2003-03-01,66257.86216666667
West,2003-04-01,66328.62425000001
West,2003-05-01,66399.38633333333
West,2003-06-01,66470.14841666666
West,2003-07-01,66540.9105
West,2003-08-01,66611.67258333333
West,2003-09-01,66682.43466666667
West,2003-10-01,66753.19675
West,2003-11-01,66823.95883333334
West,2003-12-01,66894.72091666667
West,2004-01-01,66965.48300000001
West,2004-02-01,67037.83658333334
West,2004-03-01,67110.19016666667
West,2004-04-01,67182.54375
West,2004-05-01,67254.89733333333
West,2004-06-01,67327.25091666667
West,2004-07-01,67399.6045
West,2004-08-01,67471.95808333333
West,2004-09-01,67544.31166666666
West,2004-10-01,67616.66524999999
West,2004-11-01,67689.01883333334
West,2004-12-01,67761.37241666667
West,2005-01-01,67833.726
West,2005-02-01,67910.22924999999
West,2005-03-01,67986.7325
West,2005-04-01,68063.23574999999
West,2005-05-01,68139.739
West,2005-06-01,68216.24225
West,2005-07-01,68292.74549999999
West,2005-08-01,68369.24875
West,2005-09-01,68445.752
West,2005-10-01,68522.25525
West,2005-11-01,68598.7585
West,2005-12-01,68675.26174999999
West,2006-01-01,68751.765
West,2006-02-01,68822.06908333332
West,2006-03-01,68892.37316666667
West,2006-04-01,68962.67725
West,2006-05-01,69032.98133333333
West,2006-06-01,69103.28541666667
West,2006-07-01,69173.5895
West,2006-08-01,69243.89358333334
West,2006-09-01,69314.19766666667
West,2006-10-01,69384.50175000001
West,2006-11-01,69454.80583333333
West,2006-12-01,69525.10991666667
West,2007-01-01,69595.414
West,2007-02-01,69671.56075
West,2007-03-01,69747.7075
West,2007-04-01,69823.85425
West,2007-05-01,69900.001
West,2007-06-01,69976.14775
West,2007-07-01,70052.2945
West,2007-08-01,70128.44125
West,2007-09-01,70204.588
West,2007-10-01,70280.73474999999
West,2007-11-01,70356.8815
West,2007-12-01,70433.02825
West,2008-01-01,70509.175
West,2008-02-01,70578.52508333333
West,2008-03-01,70647.87516666666
West,2008-04-01,70717.22525
West,2008-05-01,70786.57533333334
West,2008-06-01,70855.92541666667
West,2008-07-01,70925.27549999999
West,2008-08-01,70994.62558333333
West,2008-09-01,71063.97566666667
West,2008-10-01,71133.32575
West,2008-11-01,71202.67583333334
West,2008-12-01,71272.02591666667
West,2009-01-01,71341.376
West,2009-02-01,71404.7305
West,2009-03-01,71468.085
West,2009-04-01,71531.4395
West,2009-05-01,71594.794
West,2009-06-01,71658.1485
West,2009-07-01,71721.503
West,2009-08-01,71784.8575
West,2009-09-01,71848.212
West,2009-10-01,71911.5665
West,2009-11-01,71974.921
West,2009-12-01,72038.2755
West,2010-01-01,72101.63
West,2010-02-01,72159.1265
West,2010-03-01,72216.623
West,2010-04-01,72274.1195
West,2010-05-01,72331.61600000001
West,2010-06-01,72389.1125
West,2010-07-01,72446.60900000001
West,2010-08-01,72504.1055
West,2010-09-01,72561.602
West,2010-10-01,72619.09850000001
West,2010-11-01,72676.595
West,2010-12-01,72734.09150000001
West,2011-01-01,72791.588
West,2011-02-01,72849.16649999999
West,2011-03-01,72906.74500000001
West,2011-04-01,72964.3235
West,2011-05-01,73021.902
West,2011-06-01,73079.4805
West,2011-07-01,73137.059
West,2011-08-01,73194.6375
West,2011-09-01,73252.216
West,2011-10-01,73309.7945
West,2011-11-01,73367.373
West,2011-12-01,73424.9515
West,2012-01-01,73482.53
West,2012-02-01,73540.10541666667
West,2012-03-01,73597.68083333333
West,2012-04-01,73655.25625
West,2012-05-01,73712.83166666667
West,2012-06-01,73770.40708333332
West,2012-07-01,73827.9825
West,2012-08-01,73885.55791666666
West,2012-09-01,73943.13333333333
West,2012-10-01,74000.70875
West,2012-11-01,74058.28416666666
West,2012-12-01,74115.85958333332
West,2013-01-01,74173.435
West,2013-02-01,74236.74591666667
West,2013-03-01,74300.05683333334
West,2013-04-01,74363.36775
West,2013-05-01,74426.67866666666
West,2013-06-01,74489.98958333333
West,2013-07-01,74553.3005
West,2013-08-01,74616.61141666667
West,2013-09-01,74679.92233333334
West,2013-10-01,74743.23325
West,2013-11-01,74806.54416666666
West,2013-12-01,74869.85508333333
West,2014-01-01,74933.166
West,2014-02-01,75001.34375
West,2014-03-01,75069.5215
West,2014-04-01,75137.69924999999
West,2014-05-01,75205.877
West,2014-06-01,75274.05475
West,2014-07-01,75342.2325
West,2014-08-01,75410.41025
West,2014-09-01,75478.588
West,2014-10-01,75546.76575
West,2014-11-01,75614.9435
West,2014-12-01,75683.12125
West,2015-01-01,75751.299
West,2015-02-01,75819.54541666668
West,2015-03-01,75887.79183333334
West,2015-04-01,75956.03825000001
West,2015-05-01,76024.28466666667
West,2015-06-01,76092.53108333334
West,2015-07-01,76160.7775
West,2015-08-01,76229.02391666667
West,2015-09-01,76297.27033333333
West,2015-10-01,76365.51675
West,2015-11-01,76433.76316666667
West,2015-12-01,76502.00958333333
West,2016-01-01,76570.256
West,2016-02-01,76628.34858333334
West,2016-03-01,76686.44116666667
West,2016-04-01,76744.53375
West,2016-05-01,76802.62633333333
West,2016-06-01,76860.71891666666
West,2016-07-01,76918.8115
West,2016-08-01,76976.90408333334
West,2016-09-01,77034.99666666667
West,2016-10-01,77093.08925
West,2016-11-01,77151.18183333334
West,2016-12-01,77209.27441666667
West,2017-01-01,77267.367
West,2017-02-01,77315.20983333333
West,2017-03-01,77363.05266666667
West,2017-04-01,77410.89550000001
West,2017-05-01,77458.73833333334
West,2017-06-01,77506.58116666667
West,2017-07-01,77554.424
West,2017-08-01,77602.26683333333
West,2017-09-01,77650.10966666667
West,2017-10-01,77697.9525
West,2017-11-01,77745.79533333333
West,2017-12-01,77793.63816666667
West,2018-01-01,77841.481
West,2018-02-01,77879.72291666667
West,2018-03-01,77917.96483333333
West,2018-04-01,77956.20675
West,2018-05-01,77994.44866666666
West,2018-06-01,78032.69058333334
West,2018-07-01,78070.9325
West,2018-08-01,78109.17441666666
West,2018-09-01,78147.41633333333
West,2018-10-01,78185.65825000001
West,2018-11-01,78223.90016666666
West,2018-12-01,78262.14208333334
West,2019-01-01,78300.38399999999
West,2019-02-01,78330.46708333334
West,2019-03-01,78360.55016666667
West,2019-04-01,78390.63325
West,2019-05-01,78420.71633333333
West,2019-06-01,78450.79941666666
West,2019-07-01,78480.88249999999
West,2019-08-01,78510.96558333334
West,2019-09-01,78541.04866666665
West,2019-10-01,78571.13175
West,2019-11-01,78601.21483333333
West,2019-12-01,78631.29791666666
West,2020-01-01,78661.381
West,2020-02-01,78656.43475
West,2020-03-01,78651.48849999999
West,2020-04-01,78646.54225
West,2020-05-01,78641.596
West,2020-06-01,78636.64975
West,2020-07-01,78631.7035
West,2020-08-01,78626.75725
West,2020-09-01,78621.81099999999
West,2020-10-01,78616.86475000001
West,2020-11-01,78611.9185
West,2020-12-01,78606.97225
West,2021-01-01,78602.026
West,2021-02-01,78615.14933333333
West,2021-03-01,78628.27266666666
West,2021-04-01,78641.396
West,2021-05-01,78654.51933333333
West,2021-06-01,78667.64266666667
West,2021-07-01,78680.766
West,2021-08-01,78693.88933333333
West,2021-09-01,78707.01266666668
West,2021-10-01,78720.136
West,2021-11-01,78733.25933333334
West,2021-12-01,78746.38266666667
West,2022-01-01,78759.506
West,2022-02-01,78770.94758333333
West,2022-03-01,78782.38916666668
West,2022-04-01,78793.83075
West,2022-05-01,78805.27233333333
West,2022-06-01,78816.71391666666
West,2022-07-01,78828.1555
West,2022-08-01,78839.59708333334
West,2022-09-01,78851.03866666667
West,2022-10-01,78862.48025
West,2022-11-01,78873.92183333334
West,2022-12-01,78885.36341666667
West,2023-01-01,78896.805
